fips,area_name,state_abbreviation,total_2008,dem_2008,gop_2008,oth_2008,total_2012,dem_2012,gop_2012,oth_2012,total_2016,dem_2016,gop_2016,oth_2016,PST045214,PST040210,PST120214,POP010210,AGE135214,AGE295214,AGE775214,SEX255214,RHI125214,RHI225214,RHI325214,RHI425214,RHI525214,RHI625214,RHI725214,RHI825214,POP715213,POP645213,POP815213,EDU635213,EDU685213,VET605213,LFE305213,HSG010214,HSG445213,HSG096213,HSG495213,HSD410213,HSD310213,INC910213,INC110213,PVY020213,BZA010213,BZA110213,BZA115213,NES010213,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030214,LND110210,POP060210,gop_pct_2016,gop_pct_2008,pct_change
12023,Columbia County,FL,28128,9171,18670,287,27163,8462,18429,272,28696,7599,20359,738,67857,67532,0.5,67531,5.9,21.8,17.3,48.2,78,18.5,0.5,1.1,0.1,1.8,5.6,73.1,78.8,3.4,7.2,82.6,13.3,7694,22.3,28309,70.8,9.5,108700,23604,2.69,19306,38070,19.8,1320,17648,0.5,3691,5089,5.7,0,0,0,3.4,24.7,351463,478597,862158,12692,103321,80,797.57,84.7,0.7094717033732925,0.6637514220705347,9.046598821638984
12027,DeSoto County,FL,10131,4383,5632,116,9863,4174,5587,102,10761,3761,6744,256,35012,34862,0.4,34862,5.5,20.9,19.7,43.7,83.5,13.2,1.1,0.8,0.2,1.2,30.5,55.2,82,17.6,29.2,71.3,10.6,2802,24.6,14729,71.8,10.8,89900,10622,2.89,15088,34963,29.6,427,4876,1.7,1572,1899,0,0,0,0,0,24,0,0,280786,8001,24311,112,637.06,54.7,0.6267075550599387,0.5559174809989142,19.744318181818187
12029,Dixie County,FL,7264,1925,5194,145,6941,1798,5052,91,7202,1270,5822,110,15907,16422,-3.1,16422,5.6,19.1,22,46,88.5,9.1,0.4,0.4,0,1.5,3.7,85.1,87.1,2.7,2.9,78.5,8.4,2085,25.7,9155,78.5,3,85300,6130,2.49,16851,33981,17.4,184,1411,1.5,775,919,0,0,0,0,0,0,0,0,49120,3303,7395,24,705.05,23.3,0.8083865592890863,0.7150330396475771,12.09087408548326
12031,Duval County,FL,415761,202618,210537,2606,411702,196657,211553,3492,428734,203627,210061,15046,897698,864263,3.9,864263,6.8,22.9,12.8,51.6,62,30.1,0.4,4.7,0.1,2.7,8.6,55,81.5,9.5,13.2,87.9,26.4,85376,23.6,395841,61.6,29.5,151400,330897,2.58,26143,48323,16.9,23807,403647,1.6,62201,69495,14.1,0.3,4.9,0,6.3,29.8,11222050,17205787,13316700,15688,1719352,3446,762.19,1133.9,0.4899564765099106,0.5063894881915331,-0.22608852600730645
12033,Escambia County,FL,154447,61572,91411,1464,148430,58154,88671,1605,151609,57114,88370,6125,310659,297619,4.4,297619,6,20.8,15.7,50.1,69.9,22.8,0.9,3.1,0.2,3.1,5.5,65.5,80.9,5.6,7.9,87.9,23.7,34292,22.2,138636,64.1,23.6,130100,111689,2.51,23441,43918,18.1,6581,98366,-1.4,19187,24187,9.5,0,3.7,0.1,2.4,30.6,2117030,1838916,4055667,13404,493882,698,656.46,453.4,0.5828809635311888,0.5918599908059076,-3.3267331065189087
12035,Flagler County,FL,49031,24726,23951,354,50589,23204,26966,419,57413,21985,33804,1624,102408,95696,7,95696,4.2,18.1,28.4,52,83.7,11.5,0.4,2.4,0.1,1.9,9.8,75.3,88.2,13.4,15.5,90.2,23.3,11345,26.4,49562,80.2,11.3,169300,35647,2.71,24497,47233,16.6,1863,15920,0,8112,9695,0,0,0,0,0,0,235664,0,684121,7766,114760,548,485.46,197.1,0.588786511765628,0.4884868756500989,41.13815707068598
12037,Franklin County,FL,6029,2134,3818,77,5474,1845,3570,59,6003,1738,4119,146,11815,11549,2.3,11549,4.3,16.6,20.1,42.2,82.7,14.4,0.6,0.7,0.1,1.5,5.1,78,80,3.2,7.3,79.3,14.4,1235,22.3,8569,69.7,13.3,143900,4294,2.23,19843,38328,20.6,304,2226,1.3,1270,1758,0,0,0,0,0,0,0,0,92324,8191,37568,8,534.73,21.6,0.6861569215392304,0.6332725161718361,7.883708748035612
12039,Gadsden County,FL,22510,15582,6811,117,22495,15768,6628,99,22079,14994,6721,364,46281,47746,-3.1,46389,6.1,22.2,15.5,49.5,42.3,55.2,0.6,0.7,0.2,1.1,10.5,33.2,89.4,6.6,9.5,77.2,14.9,3285,28,19432,71.2,7.7,111200,16662,2.62,17615,35380,26.5,640,9016,3.4,2780,2765,35.1,0,0,0,0,29.8,262901,383966,440290,9422,18920,23,516.33,89.8,0.30440690248652563,0.3025766326077299,-1.3213918660989532
12041,Gilchrist County,FL,7819,1996,5656,167,7908,1885,5917,106,8418,1457,6740,221,16997,16939,0.3,16939,5.3,20.4,19.4,48,91.7,5.7,0.7,0.5,0.1,1.2,5.2,87.1,85.1,3,4.4,79.8,11.1,1815,31.3,7229,79.7,1.8,102300,6240,2.51,20180,38406,24.1,214,1424,5.8,913,1104,0,0,0,0,0,0,0,2348,52477,3102,8145,37,349.68,48.4,0.8006652411499169,0.7233661593554163,19.165487977369168
12043,Glades County,FL,3358,1381,1938,39,3989,1603,2344,42,4355,1271,2996,88,13635,12884,5.8,12884,4,17.1,26.5,43.7,78.7,14,5.6,0.7,0.1,1,21.7,60.4,87.5,14.7,20.7,78,12.2,1205,24.5,6825,72.1,5.7,87700,3843,3.05,16011,34694,24.5,106,881,6,517,354,0,0,0,0,0,29.4,0,0,13064,1191,4894,14,806.01,16,0.6879448909299656,0.5771292435973794,54.592363261093915
12045,Gulf County,FL,7205,2149,4980,76,7107,2013,4995,99,7279,1715,5320,244,15944,15863,0.5,15863,4.3,15.5,18.1,39.8,78,19.1,0.5,0.6,0,1.8,5,73.4,85.1,3.2,4.6,79.5,13.6,1384,24.4,9181,71.3,11.1,120200,5414,2.49,18546,40455,16.4,275,2023,2.7,1063,1232,0,0,0,0,0,0,0,0,76286,4840,18763,92,564.01,28.1,0.730869624948482,0.6911866759195003,6.827309236947787
12047,Hamilton County,FL,5587,2364,3179,44,5404,2226,3137,41,5451,1899,3439,113,14048,14799,-5.1,14799,5.4,19.3,15.9,42.9,63,33.5,1,0.8,0,1.8,9.5,55,82.9,3.7,8.8,75.1,9.4,1311,24.2,5704,75.1,5.5,73500,4657,2.45,16295,37716,23.6,166,1890,-3.9,556,816,0,0,0,0,0,35.5,0,0,103218,7243,7863,9,513.79,28.8,0.6308934140524675,0.5689994630391981,8.178672538534126
12049,Hardee County,FL,7412,2568,4763,81,7222,2461,4694,67,7577,2147,5238,192,27469,27731,-0.9,27731,7.2,26.7,14.8,46.5,88.5,7.6,1.2,1.2,0.1,1.4,43.1,47.5,86.4,20.8,40.7,64.2,8.8,1388,25.6,9618,70.5,9.1,85800,7463,3.38,15366,37125,29.6,380,4172,-5,1272,1363,0,0,0,0,22,0,0,0,400142,13878,17883,17,637.78,43.5,0.6913026263692754,0.6426065839179709,9.972706277556153
12051,Hendry County,FL,10879,4998,5780,101,10185,4751,5355,79,11106,4610,6192,304,38505,39140,-1.6,39140,7.7,28.1,12.7,48,82,13.2,2.2,1.3,0.2,1.1,50.9,33.9,83.4,24.9,44.8,64.4,9.9,1820,27.5,14376,69.6,8.2,81400,11223,3.15,16133,35425,26.7,546,5579,3.4,2707,2489,0,0,0,0,34.3,0,0,212095,345685,8774,37321,24,1152.75,34,0.5575364667747164,0.5312988326132917,7.128027681660898
12053,Hernando County,FL,87901,41886,45021,994,83593,37791,44906,896,93878,31818,59029,3031,175855,172777,1.8,172778,4.4,18.7,27.5,52.1,90.5,5.7,0.5,1.4,0.1,1.9,11.6,80.2,85.3,6.5,10.5,86.5,15.5,21514,30,84623,79.3,4.8,117400,70210,2.44,21411,41024,15.4,2984,29704,-1,10326,13476,3.6,0.8,0,0,8.7,26.6,312518,177905,1654088,9789,166197,378,472.54,365.6,0.6287841666844202,0.5121784735099715,31.114368850092177
12055,Highlands County,FL,44783,18135,26221,427,42440,16147,25912,381,45589,14901,29509,1179,98236,98786,-0.6,98786,4.7,17.8,33.8,51.5,85.6,10.6,0.6,1.5,0.1,1.6,18.4,68.7,84.4,10.9,18.9,81,14.9,12995,21.9,54894,77.9,11.7,93600,39931,2.42,20072,35560,20.1,1862,18901,-4.6,5719,7360,0,0,3.7,0,14.4,24.1,306138,0,1089559,11060,100789,92,1016.62,97.2,0.6472833358924301,0.5855123596007413,12.539567522215012
12057,Hillsborough County,FL,513312,272963,236355,3994,541503,286158,249904,5441,595072,306422,265928,22722,1316298,1229224,7.1,1229226,6.4,23.2,13.1,51.3,75.3,17.5,0.6,4,0.1,2.5,26.5,51.6,81.7,15.5,26.4,86.8,29.5,94536,25.7,554070,60,29.3,160000,471340,2.63,27149,49596,16.8,33302,538119,3.2,106573,114841,8.6,0.6,4.5,0,19.9,28.6,9444867,17752902,19110290,16335,2619799,7490,1020.21,1204.9,0.44688373843837387,0.4604509538058725,12.512111019441097
12059,Holmes County,FL,8589,1446,7033,110,8274,1264,6919,91,8506,852,7476,178,19650,19927,-1.4,19927,5,20.3,18.9,46.6,89.4,6.8,0.9,0.7,0.1,2.1,2.7,87,87.6,2.6,3.8,75.5,12,1872,29.7,8559,79.3,4.2,83400,6808,2.65,16845,35511,23.8,267,1804,-5.2,1091,937,0,0,0,0,0,20.3,0,0,73133,3825,8328,31,478.78,41.6,0.8789090054079474,0.8188380486668996,6.298876724015345
12061,Indian River County,FL,70591,29710,40176,705,71445,27483,43441,521,79897,28997,48564,2336,144755,138028,4.9,138028,4.4,17.5,30,52,87.3,9.4,0.5,1.5,0,1.4,11.9,76.3,84.3,10.4,14.3,87,26.6,15463,21.8,77340,74.9,25,157400,58038,2.37,30532,44772,15.1,3976,39372,0.8,12372,15401,4.9,0,0,0,6,0,413041,0,1851697,13940,190526,707,502.87,274.5,0.6078325844524826,0.569137708773073,20.878136200716856
12063,Jackson County,FL,21565,7671,13717,177,20940,7342,13417,181,20997,6383,14231,383,48801,49761,-1.9,49746,4.9,18.8,18,44.8,69.8,27,0.8,0.6,0.2,1.7,4.8,65.7,86.1,2.8,5.7,78,14.2,5114,24,20821,74.3,7.2,88100,16244,2.55,17525,36809,19.9,767,8740,-1.9,2687,3106,0,0,0,0,2.4,27.1,180603,70612,541943,11070,43151,29,917.76,54.2,0.6777634900223841,0.6360769765824252,3.7471750382736646
12065,Jefferson County,FL,7957,4088,3797,72,7808,3945,3808,55,7641,3537,3930,174,14050,14761,-4.8,14761,4.9,17.5,20.1,47.7,62.1,35.4,0.4,0.5,0,1.6,4.1,58.8,90.1,2.3,7.4,81.2,16.9,1753,26.9,6589,75.5,5.2,121100,5347,2.36,21184,44170,17.2,239,1490,0.5,1015,1092,0,0,0,0,0,0,0,43717,88713,6403,7035,17,598.1,24.7,0.514330585001963,0.4771898956893301,3.5027653410587334
12067,Lafayette County,FL,3359,642,2679,38,3399,687,2668,44,3375,515,2795,65,8835,8870,-0.4,8870,5.1,20.1,14,40,82.5,15.2,0.7,0.2,0.1,1.3,12.5,71,85.1,8.2,12.5,78.4,9.3,765,24.3,3300,79.9,2.8,116600,2710,2.75,18660,39722,20.2,94,762,1.1,325,247,0,0,0,0,0,0,0,0,66528,8292,2663,11,543.41,16.3,0.8281481481481482,0.7975587972610896,4.329973870847326
12069,Lake County,FL,146926,62948,82802,1176,150796,61790,87637,1369,169898,62597,101888,5413,315690,297047,6.3,297052,5,19.8,26,51.6,84.6,10.6,0.6,2.2,0.1,1.8,13.8,72.4,85.1,8.5,12.5,86.4,20.5,34327,27.7,146687,75.3,12.1,142700,117250,2.53,24183,45035,13.8,6526,70757,3.9,22148,26755,5.6,0,0,0,8.7,27.5,825472,726344,3441893,11391,436028,2488,938.38,316.6,0.5997009970688295,0.5635626097491254,23.050167870341287
12071,Lee County,FL,269276,119701,147608,1967,266034,110080,154112,1842,325797,124725,191141,9931,679513,618754,9.8,618754,4.9,18.7,26.3,51,87,9.1,0.5,1.7,0.1,1.6,19.6,69.2,80.9,15.1,21.2,86.9,24.7,63839,26.9,375682,70.8,27.5,149400,241531,2.59,27348,47439,15.4,16403,184629,2.8,57794,64852,4.2,0,2.3,0,13.6,26.5,1181824,2271601,9193114,15708,1191997,4095,784.51,788.7,0.586687415783448,0.5481661937937283,29.492303940165844
12073,Leon County,FL,148608,91747,55705,1156,148335,90863,55806,1666,151925,91936,53777,6212,283988,275480,3.1,275487,5.2,19.1,11.4,52.5,62.6,31.6,0.3,3.3,0.1,2.1,6.1,57.5,72.8,6.5,9.6,91.8,44.2,17802,19.9,126724,53.8,31.7,183300,110377,2.4,26196,46369,23.2,7396,94117,2.1,19062,24022,15,0,3.1,0,4.1,29.8,593440,791172,3533827,13451,551621,1114,666.85,413.1,0.35397070923152874,0.3748452304048234,-3.461089668790951
12075,Levy County,FL,18725,6711,11754,260,18396,6118,12052,226,19367,5091,13758,518,39613,40801,-2.9,40801,5,19.8,22.9,50.8,87.2,9.5,0.7,0.7,0.1,1.7,8.1,80,83.4,3.2,6,81.1,11.1,4599,28.1,19856,77.5,5.2,92200,15582,2.54,18304,34348,23.7,703,5121,-0.2,2599,3663,0,0,0,0,0,22.8,130976,62754,346356,8920,32401,49,1118.21,36.5,0.7103836422781019,0.627716955941255,17.049515058703424
12077,Liberty County,FL,3278,895,2339,44,3284,942,2301,41,3295,651,2542,102,8360,8365,-0.1,8365,4.8,19,11.8,37.6,77,19.7,1.3,0.4,0,1.6,6.6,71.4,79.4,3.4,8.1,75.6,12.8,645,28.7,3324,78.7,0.1,78800,2305,2.91,16266,39681,24.1,79,1334,-4.4,371,489,0,0,0,0,0,0,0,0,24403,3129,3368,9,835.56,10,0.7714719271623672,0.7135448444173277,8.678922616502781
12079,Madison County,FL,8907,4270,4544,93,8712,4174,4474,64,8503,3526,4849,128,18518,19226,-3.7,19224,5.5,20,17.9,47.2,58.7,38.9,0.6,0.4,0,1.4,5,54.5,88,4.1,6.9,78.2,9.7,1562,27.5,8422,75.8,7.4,81000,6739,2.52,15538,33833,22.5,298,2775,7.6,938,1092,0,0,0,0,0,0,0,0,124831,6578,12314,33,695.95,27.6,0.5702693167117487,0.510160547883687,6.712147887323949
12081,Manatee County,FL,151994,70034,80721,1239,153451,66476,85616,1359,178521,71066,101681,5774,351746,322833,9,322833,5,19.5,25.5,51.6,86.4,9.3,0.5,2,0.1,1.7,15.7,72.1,82.7,12.7,16.5,87.4,26.6,33883,23.9,179035,71.4,24.8,165400,131197,2.48,27322,47876,15.1,7925,85188,-0.3,26634,29906,3.8,0,2.6,0,7.5,27.9,2985063,1725496,3874822,12339,443809,3565,742.93,434.5,0.5695744478240655,0.5310801742174033,25.965981590911902
12083,Marion County,FL,162022,70839,89628,1555,161368,66823,93036,1509,174485,61958,107710,4817,339167,331303,2.4,331298,4.9,18.8,27.9,52,82.9,13.2,0.5,1.6,0.1,1.7,11.9,72.2,84.6,7.6,11.9,85,17.4,39952,24.8,163542,76.7,9.9,119400,134002,2.43,21992,39453,18.1,6787,74910,2.6,22900,29443,7.5,0,2.4,0,8.2,27.6,1841509,1639464,4218810,13060,353110,754,1584.55,209.1,0.6173023469066109,0.5531841354877732,20.174499040478434
12085,Martin County,FL,78294,33508,44143,643,78860,30097,48180,583,85741,30158,53182,2401,153392,146850,4.5,146318,4.1,16.8,29.3,50.4,90.4,5.7,1.1,1.3,0.2,1.3,12.9,79.3,85.7,9.8,14.5,88.8,29.9,16999,24.4,78948,76.2,29.3,197900,59891,2.41,34057,49846,13,5141,49754,-0.1,14370,18387,1.7,0,2.2,0,5.8,27.6,856090,741647,2470433,17790,279037,432,543.46,269.2,0.6202633512555253,0.5638107645541165,20.47663276170628
12086,Miami-Dade County,FL,863486,499831,360551,3104,877245,540776,332602,3867,978670,623006,333666,21998,2662874,2498017,6.6,2496435,5.8,20.6,15.2,51.4,77.9,18.9,0.3,1.7,0,1.2,66.2,14.8,86.9,51.3,72.2,78.8,26.3,60168,29,1004371,55.7,47.4,201000,828031,3.02,23174,43100,19.9,78629,886497,2.9,407551,403672,11.4,0.5,2.2,0.1,60.5,28.9,9347116,60760055,34530470,14074,6005856,7731,1897.72,1315.5,0.34093821206331043,0.41755280340387685,-7.456642749569409
12087,Monroe County,FL,40272,20907,18933,432,39045,19392,19234,419,42434,18949,21885,1600,77136,73090,5.5,73090,4.6,15.3,20.5,47.5,89.8,6.6,0.4,1.3,0.1,1.8,22.4,68.6,84,17.4,22.9,89.9,28,7691,18.8,52935,61.7,23.6,381200,28503,2.54,33974,53607,13.5,3615,29697,2.1,11729,13973,3.4,0,1.6,0,0,24.7,0,0,1387603,18900,748100,188,983.28,74.3,0.5157420936041853,0.47012812872467225,15.591823799714778
12089,Nassau County,FL,38304,10618,27403,283,40523,10249,29926,348,46537,10849,34221,1467,76619,73314,4.5,73314,5.1,20.4,20,50.8,90.4,6.5,0.5,1,0.1,1.5,3.8,87.2,86.9,2.6,3.7,89.4,22.8,9109,29,35972,78.4,13.9,181100,28044,2.62,28926,55315,12.6,1648,15434,1.2,5403,6273,2.7,0,0,0,0,27.5,696212,0,630924,9219,286967,587,648.64,113,0.7353503663751424,0.7154083124477861,24.88048753786083
12091,Okaloosa County,FL,95529,25872,68789,868,94739,23390,70143,1206,100657,23711,71788,5158,196512,180822,8.7,180822,6.7,22.2,15.1,49.2,81.7,10.1,0.7,3.2,0.3,3.9,8.5,74.7,81,6.6,9.6,90.9,27.4,30257,22.9,95055,66.1,26,182100,73253,2.47,28600,54684,13.4,5031,58285,-0.8,14078,18467,0,0.4,4.2,0,4.1,27.8,656730,236877,3031043,16754,491894,590,930.25,194.4,0.7131943133612169,0.7200850003663809,4.359708674352003
12093,Okeechobee County,FL,12786,5108,7561,117,12321,4856,7325,140,13632,3953,9342,337,39149,39996,-2.1,39996,6.2,22.7,17.9,46.2,87.4,8.8,1.4,1,0.1,1.3,25.3,63.6,88.7,12.1,24.3,67.8,10.2,3063,25.3,18223,73.9,5.3,105300,12999,2.86,17787,34570,26.9,738,6486,-1.7,2078,2828,0,0.9,0,0,0,0,0,85257,430587,10758,46949,17,768.91,52,0.6852992957746479,0.591349913968403,23.555085306176426
12095,Orange County,FL,462711,273009,186832,2870,467385,274227,189057,4101,545800,329579,195091,21130,1253001,1145954,9.3,1145956,6.2,22.7,10.8,50.9,69,22.2,0.6,5.6,0.2,2.5,29.2,43.3,79.5,19,33.5,87.2,30.1,66314,26.3,508051,57.4,33,167800,415790,2.76,24877,47581,17,33317,640229,3,110458,113155,10.9,0,6.1,0.1,20.9,29.9,10921814,17080688,19195634,18005,6645089,9246,903.43,1268.5,0.3574404543788934,0.40377687152455854,4.420548942365343
12097,Osceola County,FL,100670,59962,40086,622,108647,67201,40581,865,139981,85287,50252,4442,310211,268687,15.5,268685,6.4,25.1,12.7,51,80,13.4,0.8,3,0.2,2.6,49.7,36.1,85.4,19.9,47.8,83.8,17.6,16395,30.6,133981,63.1,26.8,129900,90413,3.07,19007,43891,17.9,5090,65594,3.8,25694,24646,0,0.6,5.4,0,37.6,29,644949,3044187,2868737,11107,890451,3414,1327.45,202.4,0.3589915774283653,0.39819211284394557,25.360474978795587
12099,Palm Beach County,FL,590500,361271,226037,3192,600341,349418,247257,3666,657235,371411,270762,15062,1397710,1320134,5.9,1320134,5.1,19.5,22.7,51.6,76.1,18.8,0.6,2.7,0.1,1.7,20.7,57.3,85,22.6,28.4,87.5,32.4,99057,24.5,674844,71.2,40.6,199700,526007,2.51,32858,52432,14.5,44234,466399,3.7,151331,163433,8.9,0.5,3.1,0,14.4,27.8,4240652,12017516,19321650,15278,3088613,5066,1969.76,670.2,0.41197136488470637,0.3827891617273497,19.78658361241743
12101,Pasco County,FL,214866,102417,110104,2345,213358,98148,112335,2875,240814,89998,141943,8873,485331,464701,4.4,464697,5,20.5,22.5,51.4,89.4,5.6,0.4,2.4,0.1,2,13.4,77.4,87,9,13.9,87.2,20.4,50239,30,232348,76.5,12.1,120000,182707,2.53,23736,43888,13.9,8784,84928,3.5,31285,38812,0,1,3.3,0,9.1,28.3,745172,807398,4746208,10328,432390,2785,746.89,622.2,0.5894300165272783,0.5124310035091638,28.9172055511153
12103,Pinellas County,FL,463282,248299,210066,4917,457484,238966,213192,5326,491520,233327,238746,19447,938098,916812,2.3,916542,4.5,17.1,23,52.1,83.1,10.9,0.4,3.4,0.1,2,8.8,75.4,84.3,11.4,13.2,88.9,27.5,94997,23.4,504674,67,36.9,151500,401708,2.24,29262,45535,14.1,26751,365099,4.7,76324,98528,4.6,0.3,3.8,0,5,29.4,8062020,12378394,14826852,16244,1925067,1733,273.8,3347.5,0.48572998046875,0.45343009225482533,13.652851960812317
12105,Polk County,FL,244833,113865,128878,2090,248658,114610,131566,2482,283828,117182,157216,9430,634638,602095,5.4,602095,5.9,22.8,19.5,51,79.7,15.7,0.6,1.9,0.1,2,19.6,62.1,83.7,10.2,19.2,82.4,18.1,51949,25.8,282730,70.5,14.3,111400,219540,2.71,21285,43113,18.2,10922,166924,1.1,38465,45012,7.1,0,3.3,0,12.8,25.4,7178034,13241719,6420144,11195,699617,2559,1797.84,334.9,0.5539129331848867,0.526391458667745,21.98823693725849
12107,Putnam County,FL,33171,13236,19637,298,31323,11666,19326,331,32652,9920,21873,859,72143,74364,-3,74364,5.7,21.6,21.1,50.7,80.3,16.6,0.6,0.7,0.1,1.7,9.6,71.7,88.2,4.8,8.9,77.5,11.4,8293,28.1,36662,76.3,7,89600,28047,2.57,18377,32497,26.4,1232,11917,0.7,3853,5259,8.5,0,0,0,0,0,982580,0,671648,9108,48880,29,727.62,102.2,0.6698823961778758,0.5919930059389226,11.386668024647339
12109,St. Johns County,FL,105844,35791,69222,831,114733,35155,78490,1088,136392,43037,88633,4722,217919,190039,14.7,190039,4.8,22,18.2,51.3,89.5,5.7,0.3,2.6,0.1,1.8,6.1,84,83.3,6.4,8.1,93.2,41.4,19172,25.7,96900,77,19.1,242900,75558,2.57,36836,64876,9.6,5305,49016,6.1,18006,19871,2.3,0.5,2.7,0,4.9,26.1,533263,871130,2039710,11601,507634,2786,600.66,316.4,0.6498401665786849,0.6540002267488001,28.0416630550981
12111,St. Lucie County,FL,120579,67125,52512,942,123026,65869,56202,955,140731,66812,70248,3671,291028,277257,5,277789,5.2,20.8,22.6,51.2,75.1,20.2,0.6,1.9,0.1,2.1,17.6,59.5,83.5,14.9,20.5,85.2,19.5,26490,28.3,137339,73,20.5,122900,106060,2.62,23285,43413,18.4,5062,53629,-0.8,21562,24858,12.8,0,2.4,0,13.9,31.7,916481,693623,3697675,14197,268322,962,571.93,485.7,0.4991650737932652,0.4354987186823576,33.77513711151736
12113,Santa Rosa County,FL,76185,19470,55972,743,76816,17757,58169,890,87432,18398,65126,3908,163422,151372,8,151372,5.7,22.6,14.5,48.9,87.1,6.6,0.9,2.2,0.2,3.1,5.2,82.8,81.3,4.4,6.5,89.4,25.9,20921,27.1,67604,73.6,11.2,162300,57368,2.64,26861,57703,12.3,2469,22056,0.6,10394,12874,2.2,0,0,0,2.6,31.5,74894,148932,1107974,7499,135111,1127,1011.61,149.6,0.7448760179339372,0.7346853055063333,16.354605874365745
12115,Sarasota County,FL,207353,102686,102897,1770,207434,95089,110489,1856,228509,97676,124098,6735,396962,379437,4.6,379448,3.7,15,33.9,52.2,91.6,5,0.3,1.6,0.1,1.5,8.7,83.7,84.8,12,13,91.9,30.8,47357,21.9,230987,74.5,25,175000,170555,2.21,32313,49052,12.2,12905,127514,1.7,38127,46390,2.1,0.2,1.5,0,5.3,26.2,1366676,1560297,5599478,15181,844369,2093,555.87,682.6,0.5430770779269087,0.49624071028632333,20.60409924487594
12117,Seminole County,FL,205895,99335,105070,1490,208605,96435,109939,2231,224377,105611,109265,9501,442516,422718,4.7,422718,5.2,21.4,14.3,51.6,80.6,12.2,0.4,4.1,0.1,2.5,19.2,63.6,86.9,11.8,18.8,91.8,35,30528,26.3,185882,70.5,25.3,184300,147529,2.87,28675,58175,11.3,12639,152363,1.6,38346,46725,5.4,0.3,3.4,0,11.2,28.8,1634749,2852650,6872148,16831,764148,967,309.22,1367,0.4869705896771951,0.5103086524684912,3.992576377653001
12119,Sumter County,FL,48868,17655,30866,347,60471,19519,40644,308,76649,22631,52722,1296,114350,93420,22.4,93420,2,7.4,52.9,49.3,89.6,8.3,0.4,0.8,0.1,0.9,5.6,84.6,85.3,5.8,7.4,87.8,25.2,18121,24.6,64510,90.2,2.3,194100,43507,2.04,27504,48493,12,1319,17523,6.5,5521,5207,0,0,0,0,4.5,31.4,367864,0,672106,9244,79933,2570,546.93,170.8,0.6878367623843755,0.6316198739461406,70.80930473660338
12121,Suwannee County,FL,17662,4916,12534,212,17627,4749,12672,206,18675,3955,14281,439,44022,41551,5.9,41551,5.8,21.4,19.6,47.8,83.5,13.6,0.7,0.7,0.1,1.5,9.1,75.3,85.2,5.9,8.1,79.8,9.8,4324,26,18848,72.2,5.3,98400,15712,2.64,18431,35698,23.6,671,7738,-3.4,2307,3112,5.2,0,0,0,3.4,0,0,108657,353760,8962,31870,41,688.55,60.3,0.7647121820615796,0.7096591552485563,13.938088399553216
12123,Taylor County,FL,9366,2803,6457,106,9117,2761,6249,107,9279,2149,6923,207,22582,22568,0.1,22570,5.3,19,18,43.6,75.8,20.7,0.9,0.8,0,1.7,4,72.3,86.7,2.4,5.8,76.5,11.6,2310,21.1,10872,78.1,5.3,87400,7672,2.55,17045,36356,16.7,401,4447,-2.1,930,1475,0,0,0,0,0,0,595497,0,207073,9886,19967,24,1043.31,21.6,0.746093329022524,0.6894084988255392,7.216973826854578
12125,Union County,FL,5293,1300,3940,53,5393,1339,3980,74,5693,1014,4567,112,15190,15535,-2.2,15535,5.3,19.2,12.4,35.4,74.7,22.9,0.4,0.4,0,1.5,5.3,70.3,83.9,2.6,4.9,73.9,10,1931,22.9,4458,66.5,6.7,89200,3807,2.79,13590,42660,19.6,135,1822,3.2,518,722,0,0,0,0,0,37.1,0,0,42047,2855,10512,22,243.56,63.8,0.8022132443351484,0.7443793689778954,15.913705583756354
12127,Volusia County,FL,243824,127795,113938,2091,234483,114716,117473,2294,260304,108793,142763,8748,507531,494597,2.6,494593,4.7,18,23.2,51.2,84.5,11.1,0.5,1.9,0.1,1.9,12.2,73.8,85.6,7,12.7,87.6,20.8,54343,25.4,256093,72,21.9,142800,195907,2.47,23973,42457,16.8,11972,131926,1.9,37963,46499,4.1,0,2.7,0,6.8,0,1948646,2002931,6099931,12230,899154,1373,1101.03,449.2,0.5484472001966931,0.4672960824201063,25.298846741210124
12129,Wakulla County,FL,14376,5311,8877,188,14656,5173,9288,195,15344,4348,10507,489,31432,30783,2.1,30776,5.3,20.8,13.2,44.7,81.4,15.2,0.7,0.6,0.1,2,3.8,78.2,80.2,2.8,5.1,87.7,17.2,3447,30.4,12838,78.7,4.9,138300,10455,2.61,21797,52691,14.4,413,3101,4.8,1981,2750,0,1.3,0,0,0,0,0,7019,167697,5544,20092,106,606.42,50.8,0.6847627737226277,0.6174874791318865,18.36205925425256
12131,Walton County,FL,27046,7174,19561,311,28480,6665,21483,332,33559,6861,25695,1003,61530,55043,11.8,55043,5.4,20.2,18.7,49.1,89.4,5.9,0.9,1.1,0.2,2.5,6.1,84.2,83.5,5,7.5,84.5,24.1,6636,25.5,47807,73.3,27,159500,22639,2.41,25845,43640,17.9,1873,17445,-2.5,6588,7065,0,0,0,0,0,24.3,0,205148,705008,13387,312686,1076,1037.63,53,0.7656664382132959,0.7232492790061377,31.358315014569804
